distribution_identifier,indice_tiempo,frec_temporal,alcance_tipo,alcance_id,alcance_nombre,sup_sembrada_algodon,sup_cosechada_algodon,prod_algodon,vbp_k_2004_textil_productos,vbp_k_2004_textil_confecciones,vbp_c_textil_productos,vbp_c_textil_confecciones,vab_k_2004_textil_productos,vab_k_2004_textil_confecciones,vab_c_textil_productos,vab_c_textil_confecciones,vab_ivf_textil_productos,vab_ivf_textil_confecciones,vab_ipi_textil_productos,vab_ipi_textil_confecciones,empleo_textil_productos,empleo_textil_confecciones,empresas_textil_productos,empresas_textil_confecciones,remuneracion_textil_productos,remuneracion_textil_confecciones,precio_fibra_algodon_c1/2,precio_indice_a
28.1,2010-07-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2028.732308,2146.626042,,
28.1,2010-08-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2157.088077,2196.591443,,
28.1,2010-09-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2351.791154,2365.553093,,
28.1,2010-10-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2401.680741,2412.415319,,
28.1,2010-11-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2406.855,2362.444356,,
28.1,2010-12-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,3182.4016,3423.4737,,
28.1,2011-01-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,1551.070536,2642.736447,,
28.1,2011-02-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2425.810179,2474.455395,,
28.1,2011-03-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2338.847895,2586.6375,,
28.1,2011-04-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2271.396364,2631.767534,,
28.1,2011-05-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2565.278103,2854.075,,
28.1,2011-06-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2992.987377,4143.255432,,
28.1,2011-07-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,1985.178689,2837.394217,,
28.1,2011-08-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2014.59597,2985.595062,,
28.1,2011-09-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2032.349394,2996.461807,,
28.1,2011-10-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,1911.64375,2977.961728,,
28.1,2011-11-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2000.07,2919.562857,,
28.1,2011-12-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,3414.402857,4423.354167,,
28.1,2012-01-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2075.662564,3184.58,,
28.1,2012-02-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2521.713704,3115.44747,,
28.1,2012-03-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,2403.480533,2985.585714,,
28.1,2012-04-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,4227.532703,3218.883373,,
28.1,2012-05-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,4367.388986,3460.643049,,
28.1,2012-06-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,6991.84085,5361.31,,
28.1,2012-07-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,4924.688503,3750.646296,,
28.1,2012-08-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,5055.5481,3952.250723,,
28.1,2012-09-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,4621.269371,3825.119888,,
28.1,2012-10-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,8236.901582,3942.78011,,
28.1,2012-11-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,5792.532061,4027.371196,,
28.1,2012-12-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,10204.14063,6581.073111,,
28.1,2013-01-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,6804.161489,4100.700465,,
28.1,2013-02-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,5643.973034,4081.380824,,
28.1,2013-03-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,6200.072318,4056.638929,,
28.1,2013-04-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,6452.68244,4134.918228,,
28.1,2013-05-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,6622.59761,4789.99274,,
28.1,2013-06-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,10044.68344,6869.619444,,
28.1,2013-07-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,7182.345209,4413.051351,,
28.1,2013-08-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,7067.452379,4761.474028,,
28.1,2013-09-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,6768.795011,4658.731549,,
28.1,2013-10-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,7568.709869,4704.170986,,
28.1,2013-11-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,7330.730656,4931.636753,,
28.1,2013-12-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,11288.5733,7026.684605,,
28.1,2014-01-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,9397.123135,4913.889898,,
28.1,2014-02-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,7073.651644,5317.701,,
28.1,2014-03-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,7417.601946,5529.166452,,
28.1,2014-04-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,8050.919389,6137.863118,,
28.1,2014-05-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,9434.249523,6079.158587,,
28.1,2014-06-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,13073.93189,8625.542727,,
28.1,2014-07-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,9484.717391,6374.112245,,
28.1,2014-08-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,8868.418529,6315.556598,,
28.1,2014-09-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,8983.35326,6795.398922,,
28.1,2014-10-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,10785.13838,6851.049709,,
28.1,2014-11-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,9589.470905,7277.879703,,
28.1,2014-12-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,16055.4472,10895.25396,,
28.1,2015-01-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,12086.36661,6990.116698,,
28.1,2015-02-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,9801.788168,7212.413269,,
28.1,2015-03-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,11263.31623,7349.778785,,
28.1,2015-04-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,11590.14419,7955.529364,,
28.1,2015-05-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,10734.6314,8110.0075,,
28.1,2015-06-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,18735.74858,11861.10321,,
28.1,2015-07-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,12518.40184,8362.21165,,
28.1,2015-08-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,11941.28687,8334.733131,,
28.1,2015-09-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,12138.53589,8810.671134,,
28.1,2015-10-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,13300.48165,9090.056571,,
28.1,2015-11-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,13001.66658,9375.077157,,
28.1,2015-12-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,20627.91801,14656.70712,,
28.1,2016-01-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,8728.397679,,
28.1,2016-02-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,9263.84537,,
28.1,2016-03-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,9424.022909,,
28.1,2016-04-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,11090.78514,,
28.1,2016-05-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,11180.59745,,
28.1,2016-06-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,16110.09639,,
28.1,2016-07-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,11294.03435,,
28.1,2016-08-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,11877.96686,,
28.1,2016-09-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,11653.89284,,
28.1,2016-10-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,12247.89243,,
28.1,2016-11-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,12627.99359,,
28.1,2016-12-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,21543.25309,,
28.1,2017-01-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,13657.05774,,
28.1,2017-02-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,13888.53184,,
28.1,2017-03-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,13809.44719,,
28.1,2017-04-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,14407.23054,,
28.1,2017-05-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,15179.35148,,
28.1,2017-06-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,22170.46106,,
28.1,2017-07-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,16174.75711,,
28.1,2017-08-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,16578.22029,,
28.1,2017-09-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,14488.49953,,
28.1,2017-10-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,14785.00429,,
28.1,2017-11-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,15564.79458,,
28.1,2017-12-01,mensual,PROVINCIA,42,LA PAMPA,,,,,,,,,,,,,,,,,,,,,20262.20111,,
28.1,1995-01-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,389.494333,358.223917,,
28.1,1995-02-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,368.977911,337.046962,,
28.1,1995-03-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,393.48853,345.704438,,
28.1,1995-04-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,385.58953,331.325739,,
28.1,1995-05-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,407.978954,350.804458,,
28.1,1995-06-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,610.297085,487.852199,,
28.1,1995-07-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,392.31132,338.831818,,
28.1,1995-08-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,399.129475,339.421682,,
28.1,1995-09-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,408.09953,333.021694,,
28.1,1995-10-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,395.089758,338.248861,,
28.1,1995-11-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,416.564386,360.987583,,
28.1,1995-12-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,506.224852,520.673384,,
28.1,1996-01-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,383.282476,401.291317,,
28.1,1996-02-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,393.520652,361.329058,,
28.1,1996-03-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,401.623896,392.970109,,
28.1,1996-04-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,387.861303,396.569799,,
28.1,1996-05-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,387.037168,392.388825,,
28.1,1996-06-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,556.740086,532.175711,,
28.1,1996-07-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,383.937836,379.120716,,
28.1,1996-08-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,376.174596,354.543189,,
28.1,1996-09-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,365.179662,386.131719,,
28.1,1996-10-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,372.444188,389.488189,,
28.1,1996-11-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,358.823342,375.943308,,
28.1,1996-12-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,542.005365,532.486958,,
28.1,1997-01-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,355.336793,411.693333,,
28.1,1997-02-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,342.0761,374.208599,,
28.1,1997-03-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,356.76655,385.725418,,
28.1,1997-04-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,362.91734,405.564975,,
28.1,1997-05-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,371.234936,396.986532,,
28.1,1997-06-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,551.564341,557.197933,,
28.1,1997-07-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,405.825711,395.783445,,
28.1,1997-08-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,363.179032,390.629237,,
28.1,1997-09-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,372.076879,411.952333,,
28.1,1997-10-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,375.621154,416.41352,,
28.1,1997-11-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,370.633099,396.364594,,
28.1,1997-12-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,574.281129,586.435632,,
28.1,1998-01-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,377.847629,404.617202,,
28.1,1998-02-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,368.147708,413.250393,,
28.1,1998-03-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,386.883705,400.352083,,
28.1,1998-04-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,373.346523,447.223961,,
28.1,1998-05-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,377.169733,393.724022,,
28.1,1998-06-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,535.463344,583.609434,,
28.1,1998-07-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,375.53128,386.965371,,
28.1,1998-08-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,355.064471,401.156188,,
28.1,1998-09-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,373.220261,443.651562,,
28.1,1998-10-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,358.751115,429.487944,,
28.1,1998-11-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,363.338361,392.91325,,
28.1,1998-12-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,550.821118,563.598111,,
28.1,1999-01-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,367.876217,420.646386,,
28.1,1999-02-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,355.156097,401.526777,,
28.1,1999-03-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,363.182926,389.491405,,
28.1,1999-04-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,363.257846,402.249642,,
28.1,1999-05-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,366.044537,396.17776,,
28.1,1999-06-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,504.427934,543.71557,,
28.1,1999-07-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,355.241083,371.043055,,
28.1,1999-08-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,358.196968,380.679696,,
28.1,1999-09-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,357.899824,392.994275,,
28.1,1999-10-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,366.292844,379.369231,,
28.1,1999-11-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,361.17841,368.242847,,
28.1,1999-12-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,538.289567,575.097247,,
28.1,2000-01-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,349.567862,415.714225,,
28.1,2000-02-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,358.098562,385.45744,,
28.1,2000-03-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,368.321835,404.577113,,
28.1,2000-04-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,359.264563,404.281968,,
28.1,2000-05-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,385.567227,402.343056,,
28.1,2000-06-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,555.40251,582.059063,,
28.1,2000-07-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,373.568872,375.292714,,
28.1,2000-08-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,370.430973,394.977088,,
28.1,2000-09-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,363.599925,398.913929,,
28.1,2000-10-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,377.861863,376.978394,,
28.1,2000-11-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,382.413308,369.994498,,
28.1,2000-12-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,571.757655,507.046787,,
28.1,2001-01-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,399.952009,369.024799,,
28.1,2001-02-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,382.222802,371.264731,,
28.1,2001-03-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,387.504145,380.441995,,
28.1,2001-04-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,392.317573,375.26893,,
28.1,2001-05-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,387.072845,380.900759,,
28.1,2001-06-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,551.774462,530.188245,,
28.1,2001-07-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,363.113608,348.341285,,
28.1,2001-08-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,356.620356,359.465865,,
28.1,2001-09-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,365.714034,346.635483,,
28.1,2001-10-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,379.575519,362.359808,,
28.1,2001-11-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,383.9115,334.640886,,
28.1,2001-12-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,533.54519,496.45605,,
28.1,2002-01-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,386.331096,372.663027,,
28.1,2002-02-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,371.208075,350.239884,,
28.1,2002-03-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,374.044155,349.479316,,
28.1,2002-04-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,391.598905,361.373201,,
28.1,2002-05-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,404.483377,355.495399,,
28.1,2002-06-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,551.387336,466.306982,,
28.1,2002-07-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,429.953333,369.772025,,
28.1,2002-08-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,450.175818,393.249736,,
28.1,2002-09-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,451.100474,410.207522,,
28.1,2002-10-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,460.415571,421.545866,,
28.1,2002-11-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,434.394112,416.55497,,
28.1,2002-12-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,660.169108,595.117099,,
28.1,2003-01-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,475.151036,464.287421,,
28.1,2003-02-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,467.325867,449.069032,,
28.1,2003-03-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,466.103957,439.658813,,
28.1,2003-04-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,472.224641,456.568092,,
28.1,2003-05-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,509.53473,470.908671,,
28.1,2003-06-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,625.907121,603.923658,,
28.1,2003-07-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,515.97708,475.810182,,
28.1,2003-08-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,498.87239,475.056257,,
28.1,2003-09-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,536.276542,492.194973,,
28.1,2003-10-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,568.515041,494.825296,,
28.1,2003-11-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,563.776285,500.726658,,
28.1,2003-12-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,847.020962,726.061891,,
28.1,2004-01-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,657.589804,545.88625,,
28.1,2004-02-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,664.458031,572.894415,,
28.1,2004-03-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,672.700075,568.42641,,
28.1,2004-04-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,667.968727,585.050459,,
28.1,2004-05-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,681.596629,580.749316,,
28.1,2004-06-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,987.251912,822.263268,,
28.1,2004-07-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,683.067692,554.744,,
28.1,2004-08-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,699.743505,583.072537,,
28.1,2004-09-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,678.32047,583.35973,,
28.1,2004-10-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,706.993793,591.858056,,
28.1,2004-11-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,706.687092,588.493233,,
28.1,2004-12-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,992.22848,832.957506,,
28.1,2005-01-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,758.720115,683.574594,,
28.1,2005-02-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,753.26639,636.226352,,
28.1,2005-03-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,769.396006,638.505259,,
28.1,2005-04-01,mensual,PROVINCIA,50,MENDOZA,,,,,,,,,,,,,,,,,,,,821.994915,657.775564,,
